"Step","PWM_HopperEnv_sweep_1 - rewards","PWM_HopperEnv_sweep_1 - rewards__MIN","PWM_HopperEnv_sweep_1 - rewards__MAX","PWM_HopperEnv_sweep_2 - rewards","PWM_HopperEnv_sweep_2 - rewards__MIN","PWM_HopperEnv_sweep_2 - rewards__MAX","PWM_HopperEnv_sweep_0 - rewards","PWM_HopperEnv_sweep_0 - rewards__MIN","PWM_HopperEnv_sweep_0 - rewards__MAX"
"51200","76.56452178955078","76.56452178955078","76.56452178955078","115.04383850097656","115.04383850097656","115.04383850097656","10.159180641174316","10.159180641174316","10.159180641174316"
"102400","294.4132080078125","294.4132080078125","294.4132080078125","242.43307495117188","242.43307495117188","242.43307495117188","-80.3222427368164","-80.3222427368164","-80.3222427368164"
"153600","685.06787109375","685.06787109375","685.06787109375","577.487060546875","577.487060546875","577.487060546875","290.9786376953125","290.9786376953125","290.9786376953125"
"204800","1059.7041015625","1059.7041015625","1059.7041015625","1032.1671142578125","1032.1671142578125","1032.1671142578125","851.4824829101562","851.4824829101562","851.4824829101562"
"256000","899.862548828125","899.862548828125","899.862548828125","1219.390869140625","1219.390869140625","1219.390869140625","1335.6810302734375","1335.6810302734375","1335.6810302734375"
"307200","913.1776123046875","913.1776123046875","913.1776123046875","900.4856567382812","900.4856567382812","900.4856567382812","1337.7974853515625","1337.7974853515625","1337.7974853515625"
"358400","1079.2677001953125","1079.2677001953125","1079.2677001953125","981.5877685546875","981.5877685546875","981.5877685546875","1646.3199462890625","1646.3199462890625","1646.3199462890625"
"409600","1587.0943603515625","1587.0943603515625","1587.0943603515625","1122.1185302734375","1122.1185302734375","1122.1185302734375","1978.2237548828125","1978.2237548828125","1978.2237548828125"
"460800","2098.09423828125","2098.09423828125","2098.09423828125","1108.149169921875","1108.149169921875","1108.149169921875","2070.019287109375","2070.019287109375","2070.019287109375"
"512000","1810.2469482421875","1810.2469482421875","1810.2469482421875","1150.1502685546875","1150.1502685546875","1150.1502685546875","960.01123046875","960.01123046875","960.01123046875"
"563200","1369.92236328125","1369.92236328125","1369.92236328125","1184.193359375","1184.193359375","1184.193359375","1299.8409423828125","1299.8409423828125","1299.8409423828125"
"614400","2081.26953125","2081.26953125","2081.26953125","1466.274169921875","1466.274169921875","1466.274169921875","770.8045043945312","770.8045043945312","770.8045043945312"
"665600","1451.1573486328125","1451.1573486328125","1451.1573486328125","1639.5560302734375","1639.5560302734375","1639.5560302734375","1611.97216796875","1611.97216796875","1611.97216796875"
"716800","1326.206787109375","1326.206787109375","1326.206787109375","1586.9599609375","1586.9599609375","1586.9599609375","768.912109375","768.912109375","768.912109375"
"768000","1110.7342529296875","1110.7342529296875","1110.7342529296875","1701.2664794921875","1701.2664794921875","1701.2664794921875","1016.5905151367188","1016.5905151367188","1016.5905151367188"
"819200","1616.9097900390625","1616.9097900390625","1616.9097900390625","1399.7684326171875","1399.7684326171875","1399.7684326171875","1352.152099609375","1352.152099609375","1352.152099609375"
"870400","1657.547119140625","1657.547119140625","1657.547119140625","1852.2646484375","1852.2646484375","1852.2646484375","1338.4437255859375","1338.4437255859375","1338.4437255859375"
"921600","1896.482421875","1896.482421875","1896.482421875","1416.36279296875","1416.36279296875","1416.36279296875","1178.337646484375","1178.337646484375","1178.337646484375"
"972800","1672.4735107421875","1672.4735107421875","1672.4735107421875","1062.2554931640625","1062.2554931640625","1062.2554931640625","1251.085693359375","1251.085693359375","1251.085693359375"
"1024000","1544.361328125","1544.361328125","1544.361328125","1126.937744140625","1126.937744140625","1126.937744140625","1112.2744140625","1112.2744140625","1112.2744140625"
"1075200","1677.0477294921875","1677.0477294921875","1677.0477294921875","1991.3443603515625","1991.3443603515625","1991.3443603515625","2117.90283203125","2117.90283203125","2117.90283203125"
"1126400","1979.3702392578125","1979.3702392578125","1979.3702392578125","1436.9752197265625","1436.9752197265625","1436.9752197265625","1238.4332275390625","1238.4332275390625","1238.4332275390625"
"1177600","1695.53076171875","1695.53076171875","1695.53076171875","1563.9781494140625","1563.9781494140625","1563.9781494140625","2044.9561767578125","2044.9561767578125","2044.9561767578125"
"1228800","2015.01904296875","2015.01904296875","2015.01904296875","1357.03515625","1357.03515625","1357.03515625","1623.9224853515625","1623.9224853515625","1623.9224853515625"
"1280000","2279.67919921875","2279.67919921875","2279.67919921875","1027.5625","1027.5625","1027.5625","1438.4510498046875","1438.4510498046875","1438.4510498046875"
"1331200","1987.45556640625","1987.45556640625","1987.45556640625","1418.158935546875","1418.158935546875","1418.158935546875","1850.531494140625","1850.531494140625","1850.531494140625"
"1382400","2263.093017578125","2263.093017578125","2263.093017578125","1901.3360595703125","1901.3360595703125","1901.3360595703125","2216.609375","2216.609375","2216.609375"
"1433600","2073.932373046875","2073.932373046875","2073.932373046875","1807.5245361328125","1807.5245361328125","1807.5245361328125","1967.886962890625","1967.886962890625","1967.886962890625"
"1484800","1767.11865234375","1767.11865234375","1767.11865234375","2510.772705078125","2510.772705078125","2510.772705078125","2427.154296875","2427.154296875","2427.154296875"
"1536000","1107.1904296875","1107.1904296875","1107.1904296875","2328.273681640625","2328.273681640625","2328.273681640625","2424.866455078125","2424.866455078125","2424.866455078125"
"1587200","1435.583984375","1435.583984375","1435.583984375","2737.438720703125","2737.438720703125","2737.438720703125","2215.744384765625","2215.744384765625","2215.744384765625"
"1638400","2298.6962890625","2298.6962890625","2298.6962890625","2205.4990234375","2205.4990234375","2205.4990234375","2990.654296875","2990.654296875","2990.654296875"
"1689600","2755.01123046875","2755.01123046875","2755.01123046875","2984.848388671875","2984.848388671875","2984.848388671875","3447.47021484375","3447.47021484375","3447.47021484375"
"1740800","2254.803466796875","2254.803466796875","2254.803466796875","3153.14111328125","3153.14111328125","3153.14111328125","2519.55810546875","2519.55810546875","2519.55810546875"
"1792000","1692.43603515625","1692.43603515625","1692.43603515625","3140.5244140625","3140.5244140625","3140.5244140625","1979.781982421875","1979.781982421875","1979.781982421875"
"1843200","2906.82958984375","2906.82958984375","2906.82958984375","3809.688720703125","3809.688720703125","3809.688720703125","2019.211181640625","2019.211181640625","2019.211181640625"
"1894400","3087.5556640625","3087.5556640625","3087.5556640625","2625.7431640625","2625.7431640625","2625.7431640625","2183.885498046875","2183.885498046875","2183.885498046875"
"1945600","3315.8203125","3315.8203125","3315.8203125","3007.8505859375","3007.8505859375","3007.8505859375","3182.480224609375","3182.480224609375","3182.480224609375"
"1996800","3505.83203125","3505.83203125","3505.83203125","3469.20263671875","3469.20263671875","3469.20263671875","3295.345947265625","3295.345947265625","3295.345947265625"
"2048000","3275.188720703125","3275.188720703125","3275.188720703125","3892.7890625","3892.7890625","3892.7890625","3560.62109375","3560.62109375","3560.62109375"
"2099200","1881.8271484375","1881.8271484375","1881.8271484375","3889.23828125","3889.23828125","3889.23828125","3758.4970703125","3758.4970703125","3758.4970703125"
"2150400","3205.775634765625","3205.775634765625","3205.775634765625","3779.169677734375","3779.169677734375","3779.169677734375","3727.19091796875","3727.19091796875","3727.19091796875"
"2201600","3158.172119140625","3158.172119140625","3158.172119140625","3656.337646484375","3656.337646484375","3656.337646484375","3759.06591796875","3759.06591796875","3759.06591796875"
"2252800","3324.12060546875","3324.12060546875","3324.12060546875","3378.52001953125","3378.52001953125","3378.52001953125","2158.341064453125","2158.341064453125","2158.341064453125"
"2304000","2862.840576171875","2862.840576171875","2862.840576171875","4034.90576171875","4034.90576171875","4034.90576171875","2837.28955078125","2837.28955078125","2837.28955078125"
"2355200","2271.24609375","2271.24609375","2271.24609375","4112.81103515625","4112.81103515625","4112.81103515625","3141.203125","3141.203125","3141.203125"
"2406400","2528.21630859375","2528.21630859375","2528.21630859375","3945.377197265625","3945.377197265625","3945.377197265625","3990.909912109375","3990.909912109375","3990.909912109375"
"2457600","3225.089111328125","3225.089111328125","3225.089111328125","4178.22802734375","4178.22802734375","4178.22802734375","3642.302001953125","3642.302001953125","3642.302001953125"
"2508800","3041.755859375","3041.755859375","3041.755859375","3790.09814453125","3790.09814453125","3790.09814453125","4017.679931640625","4017.679931640625","4017.679931640625"
"2560000","2639.13623046875","2639.13623046875","2639.13623046875","3362.2392578125","3362.2392578125","3362.2392578125","4002.357177734375","4002.357177734375","4002.357177734375"
"2611200","2228.581787109375","2228.581787109375","2228.581787109375","3400.7333984375","3400.7333984375","3400.7333984375","3728.267333984375","3728.267333984375","3728.267333984375"
"2662400","3117.398681640625","3117.398681640625","3117.398681640625","3746.130859375","3746.130859375","3746.130859375","4155.84375","4155.84375","4155.84375"
"2713600","2934.139892578125","2934.139892578125","2934.139892578125","2931.083740234375","2931.083740234375","2931.083740234375","4387.09326171875","4387.09326171875","4387.09326171875"
"2764800","2883.19482421875","2883.19482421875","2883.19482421875","3149.536376953125","3149.536376953125","3149.536376953125","4623.453125","4623.453125","4623.453125"
"2816000","1470.828125","1470.828125","1470.828125","3369.697021484375","3369.697021484375","3369.697021484375","4595.26513671875","4595.26513671875","4595.26513671875"
"2867200","2624.236572265625","2624.236572265625","2624.236572265625","3613.9677734375","3613.9677734375","3613.9677734375","4022.167724609375","4022.167724609375","4022.167724609375"
"2918400","2827.535888671875","2827.535888671875","2827.535888671875","4219.69091796875","4219.69091796875","4219.69091796875","4320.2236328125","4320.2236328125","4320.2236328125"
"2969600","2991.571533203125","2991.571533203125","2991.571533203125","4437.2041015625","4437.2041015625","4437.2041015625","4288.171875","4288.171875","4288.171875"
"3020800","3595.064208984375","3595.064208984375","3595.064208984375","4237.4443359375","4237.4443359375","4237.4443359375","4643.853515625","4643.853515625","4643.853515625"
"3072000","3520.67236328125","3520.67236328125","3520.67236328125","4522.712890625","4522.712890625","4522.712890625","4439.3203125","4439.3203125","4439.3203125"
"3123200","2976.864013671875","2976.864013671875","2976.864013671875","4232.392578125","4232.392578125","4232.392578125","4525.90380859375","4525.90380859375","4525.90380859375"
"3174400","3173.706298828125","3173.706298828125","3173.706298828125","3555.867431640625","3555.867431640625","3555.867431640625","4516.69677734375","4516.69677734375","4516.69677734375"
"3225600","3807.071044921875","3807.071044921875","3807.071044921875","3653.4091796875","3653.4091796875","3653.4091796875","3686.150634765625","3686.150634765625","3686.150634765625"
"3276800","4191.57421875","4191.57421875","4191.57421875","4047.303466796875","4047.303466796875","4047.303466796875","4152.2607421875","4152.2607421875","4152.2607421875"
"3328000","4623.53857421875","4623.53857421875","4623.53857421875","4352.02099609375","4352.02099609375","4352.02099609375","4177.140625","4177.140625","4177.140625"
"3379200","4649.76220703125","4649.76220703125","4649.76220703125","3546.06689453125","3546.06689453125","3546.06689453125","4021.828125","4021.828125","4021.828125"
"3430400","4826.42919921875","4826.42919921875","4826.42919921875","3379.630126953125","3379.630126953125","3379.630126953125","4291.71923828125","4291.71923828125","4291.71923828125"
"3481600","4651.3212890625","4651.3212890625","4651.3212890625","3887.732421875","3887.732421875","3887.732421875","3767.516357421875","3767.516357421875","3767.516357421875"
"3532800","1843.5074462890625","1843.5074462890625","1843.5074462890625","3937.115234375","3937.115234375","3937.115234375","2618.638427734375","2618.638427734375","2618.638427734375"
"3584000","3293.205810546875","3293.205810546875","3293.205810546875","3969.9921875","3969.9921875","3969.9921875","3629.27734375","3629.27734375","3629.27734375"
"3635200","4140.7294921875","4140.7294921875","4140.7294921875","4103.8759765625","4103.8759765625","4103.8759765625","4261.033203125","4261.033203125","4261.033203125"
"3686400","4176.69970703125","4176.69970703125","4176.69970703125","4417.00634765625","4417.00634765625","4417.00634765625","4231.966796875","4231.966796875","4231.966796875"
"3737600","4659.376953125","4659.376953125","4659.376953125","4269.07958984375","4269.07958984375","4269.07958984375","4384.2509765625","4384.2509765625","4384.2509765625"
"3788800","3840.08837890625","3840.08837890625","3840.08837890625","4635.5341796875","4635.5341796875","4635.5341796875","4601.02001953125","4601.02001953125","4601.02001953125"
"3840000","4128.45068359375","4128.45068359375","4128.45068359375","4575.54541015625","4575.54541015625","4575.54541015625","4780.0517578125","4780.0517578125","4780.0517578125"
"3891200","3931.44189453125","3931.44189453125","3931.44189453125","3616.987060546875","3616.987060546875","3616.987060546875","4540.25439453125","4540.25439453125","4540.25439453125"
"3942400","4469.16357421875","4469.16357421875","4469.16357421875","4104.60498046875","4104.60498046875","4104.60498046875","4867.470703125","4867.470703125","4867.470703125"
"3993600","4788.03076171875","4788.03076171875","4788.03076171875","4596.8828125","4596.8828125","4596.8828125","4974.7353515625","4974.7353515625","4974.7353515625"
"4044800","5014.4150390625","5014.4150390625","5014.4150390625","4788.66162109375","4788.66162109375","4788.66162109375","5168.9453125","5168.9453125","5168.9453125"
"4096000","4943.259765625","4943.259765625","4943.259765625","4502.20361328125","4502.20361328125","4502.20361328125","5201.26025390625","5201.26025390625","5201.26025390625"
"4147200","4772.07275390625","4772.07275390625","4772.07275390625","4239.77294921875","4239.77294921875","4239.77294921875","5154.91259765625","5154.91259765625","5154.91259765625"
"4198400","4839.18408203125","4839.18408203125","4839.18408203125","4302.67138671875","4302.67138671875","4302.67138671875","5127.30126953125","5127.30126953125","5127.30126953125"
"4249600","4046.88427734375","4046.88427734375","4046.88427734375","4491.7509765625","4491.7509765625","4491.7509765625","4763.67041015625","4763.67041015625","4763.67041015625"
"4300800","3518.341064453125","3518.341064453125","3518.341064453125","4645.56884765625","4645.56884765625","4645.56884765625","4612.93603515625","4612.93603515625","4612.93603515625"
"4352000","3719.455322265625","3719.455322265625","3719.455322265625","4350.46630859375","4350.46630859375","4350.46630859375","4321.75537109375","4321.75537109375","4321.75537109375"
"4403200","4107.75634765625","4107.75634765625","4107.75634765625","2574.90576171875","2574.90576171875","2574.90576171875","3914.708251953125","3914.708251953125","3914.708251953125"
"4454400","4600.8125","4600.8125","4600.8125","3842.11083984375","3842.11083984375","3842.11083984375","4477.77490234375","4477.77490234375","4477.77490234375"
"4505600","4734.283203125","4734.283203125","4734.283203125","4009.71484375","4009.71484375","4009.71484375","4511.3154296875","4511.3154296875","4511.3154296875"
"4556800","4957.98486328125","4957.98486328125","4957.98486328125","4279.0087890625","4279.0087890625","4279.0087890625","3978.8955078125","3978.8955078125","3978.8955078125"
"4608000","4727.27978515625","4727.27978515625","4727.27978515625","3496.3828125","3496.3828125","3496.3828125","3252.5166015625","3252.5166015625","3252.5166015625"
"4659200","4145.8994140625","4145.8994140625","4145.8994140625","4177.423828125","4177.423828125","4177.423828125","2271.321533203125","2271.321533203125","2271.321533203125"
"4710400","3564.319580078125","3564.319580078125","3564.319580078125","4616.142578125","4616.142578125","4616.142578125","3704.048583984375","3704.048583984375","3704.048583984375"
"4761600","4316.92919921875","4316.92919921875","4316.92919921875","4160.427734375","4160.427734375","4160.427734375","3976.281982421875","3976.281982421875","3976.281982421875"
"4812800","4728.73974609375","4728.73974609375","4728.73974609375","3784.8076171875","3784.8076171875","3784.8076171875","4007.170654296875","4007.170654296875","4007.170654296875"
"4864000","4338.69384765625","4338.69384765625","4338.69384765625","3834.859375","3834.859375","3834.859375","4111.09130859375","4111.09130859375","4111.09130859375"
"4915200","4030.483154296875","4030.483154296875","4030.483154296875","4208.9306640625","4208.9306640625","4208.9306640625","4491.72119140625","4491.72119140625","4491.72119140625"
"4966400","4476.001953125","4476.001953125","4476.001953125","4174.185546875","4174.185546875","4174.185546875","4897.56787109375","4897.56787109375","4897.56787109375"
"5017600","4629.0703125","4629.0703125","4629.0703125","4264.51318359375","4264.51318359375","4264.51318359375","4935.4560546875","4935.4560546875","4935.4560546875"
"5068800","4756.7216796875","4756.7216796875","4756.7216796875","4551.76318359375","4551.76318359375","4551.76318359375","4611.572265625","4611.572265625","4611.572265625"
"5120000","5003.54443359375","5003.54443359375","5003.54443359375","4494.91943359375","4494.91943359375","4494.91943359375","4790.70654296875","4790.70654296875","4790.70654296875"
"5171200","5080.87939453125","5080.87939453125","5080.87939453125","4251.4384765625","4251.4384765625","4251.4384765625","5008.00537109375","5008.00537109375","5008.00537109375"
"5222400","4981.45556640625","4981.45556640625","4981.45556640625","4561.2607421875","4561.2607421875","4561.2607421875","5121.27734375","5121.27734375","5121.27734375"
"5273600","5021.1494140625","5021.1494140625","5021.1494140625","4507.9599609375","4507.9599609375","4507.9599609375","4988.48681640625","4988.48681640625","4988.48681640625"
"5324800","5047.0859375","5047.0859375","5047.0859375","3829.429931640625","3829.429931640625","3829.429931640625","4909.56884765625","4909.56884765625","4909.56884765625"
"5376000","4393.8837890625","4393.8837890625","4393.8837890625","4044.563232421875","4044.563232421875","4044.563232421875","4895.33642578125","4895.33642578125","4895.33642578125"
"5427200","4727.228515625","4727.228515625","4727.228515625","4451.54443359375","4451.54443359375","4451.54443359375","3852.422607421875","3852.422607421875","3852.422607421875"
"5478400","4756.8466796875","4756.8466796875","4756.8466796875","4801.15185546875","4801.15185546875","4801.15185546875","4252.89990234375","4252.89990234375","4252.89990234375"
"5529600","4878.76318359375","4878.76318359375","4878.76318359375","5042.8505859375","5042.8505859375","5042.8505859375","3426.4541015625","3426.4541015625","3426.4541015625"
"5580800","4993.7763671875","4993.7763671875","4993.7763671875","4860.1279296875","4860.1279296875","4860.1279296875","3747.718994140625","3747.718994140625","3747.718994140625"
"5632000","5096.44482421875","5096.44482421875","5096.44482421875","5015.42626953125","5015.42626953125","5015.42626953125","4308.13232421875","4308.13232421875","4308.13232421875"
"5683200","5258.87548828125","5258.87548828125","5258.87548828125","5223.3115234375","5223.3115234375","5223.3115234375","4627.990234375","4627.990234375","4627.990234375"
"5734400","5164.40673828125","5164.40673828125","5164.40673828125","5013.1943359375","5013.1943359375","5013.1943359375","4892.2451171875","4892.2451171875","4892.2451171875"
"5785600","5201.21728515625","5201.21728515625","5201.21728515625","4859.24365234375","4859.24365234375","4859.24365234375","4988.5712890625","4988.5712890625","4988.5712890625"
"5836800","5092.00634765625","5092.00634765625","5092.00634765625","4999.97265625","4999.97265625","4999.97265625","4913.16259765625","4913.16259765625","4913.16259765625"
"5888000","5220.6162109375","5220.6162109375","5220.6162109375","5137.72265625","5137.72265625","5137.72265625","4983.77294921875","4983.77294921875","4983.77294921875"
"5939200","5198.4873046875","5198.4873046875","5198.4873046875","4513.97705078125","4513.97705078125","4513.97705078125","5055.58251953125","5055.58251953125","5055.58251953125"
"5990400","5093.93310546875","5093.93310546875","5093.93310546875","4473.64990234375","4473.64990234375","4473.64990234375","4610.22412109375","4610.22412109375","4610.22412109375"
"6041600","4808.92822265625","4808.92822265625","4808.92822265625","4780.75927734375","4780.75927734375","4780.75927734375","4782.96728515625","4782.96728515625","4782.96728515625"
"6092800","5061.98291015625","5061.98291015625","5061.98291015625","4854.8115234375","4854.8115234375","4854.8115234375","4691.7119140625","4691.7119140625","4691.7119140625"
"6144000","5039.11376953125","5039.11376953125","5039.11376953125","4910.73193359375","4910.73193359375","4910.73193359375","4107.33251953125","4107.33251953125","4107.33251953125"
"6195200","5086.072265625","5086.072265625","5086.072265625","4891.31005859375","4891.31005859375","4891.31005859375","3809.9765625","3809.9765625","3809.9765625"
"6246400","4912.8544921875","4912.8544921875","4912.8544921875","4482.03466796875","4482.03466796875","4482.03466796875","4615.716796875","4615.716796875","4615.716796875"
"6297600","4978.8349609375","4978.8349609375","4978.8349609375","4707.22119140625","4707.22119140625","4707.22119140625","4488.853515625","4488.853515625","4488.853515625"
"6348800","4722.12158203125","4722.12158203125","4722.12158203125","4950.31884765625","4950.31884765625","4950.31884765625","4328.98974609375","4328.98974609375","4328.98974609375"
"6400000","4758.1953125","4758.1953125","4758.1953125","4772.14306640625","4772.14306640625","4772.14306640625","4691.37060546875","4691.37060546875","4691.37060546875"
"6451200","4229.22314453125","4229.22314453125","4229.22314453125","5074.6689453125","5074.6689453125","5074.6689453125","4940.04345703125","4940.04345703125","4940.04345703125"
"6502400","4449.32470703125","4449.32470703125","4449.32470703125","5186.3271484375","5186.3271484375","5186.3271484375","4682.0869140625","4682.0869140625","4682.0869140625"
"6553600","4202.56982421875","4202.56982421875","4202.56982421875","4853.53466796875","4853.53466796875","4853.53466796875","4850.4404296875","4850.4404296875","4850.4404296875"
"6604800","4427.078125","4427.078125","4427.078125","4978.10302734375","4978.10302734375","4978.10302734375","4808.0078125","4808.0078125","4808.0078125"
"6656000","4841.4482421875","4841.4482421875","4841.4482421875","4979.82177734375","4979.82177734375","4979.82177734375","4643.3740234375","4643.3740234375","4643.3740234375"
"6707200","5022.9951171875","5022.9951171875","5022.9951171875","4765.80029296875","4765.80029296875","4765.80029296875","4924.30517578125","4924.30517578125","4924.30517578125"
"6758400","4841.28466796875","4841.28466796875","4841.28466796875","5041.35107421875","5041.35107421875","5041.35107421875","4996.5","4996.5","4996.5"
"6809600","4700.537109375","4700.537109375","4700.537109375","5070.4296875","5070.4296875","5070.4296875","4964.4453125","4964.4453125","4964.4453125"
"6860800","4947.81982421875","4947.81982421875","4947.81982421875","5196.8408203125","5196.8408203125","5196.8408203125","4928.7548828125","4928.7548828125","4928.7548828125"
"6912000","4657.69677734375","4657.69677734375","4657.69677734375","4999.71435546875","4999.71435546875","4999.71435546875","4871.18408203125","4871.18408203125","4871.18408203125"
"6963200","4612.8310546875","4612.8310546875","4612.8310546875","4702.46044921875","4702.46044921875","4702.46044921875","4935.30224609375","4935.30224609375","4935.30224609375"
"7014400","4872.59228515625","4872.59228515625","4872.59228515625","4925.88037109375","4925.88037109375","4925.88037109375","4724.5859375","4724.5859375","4724.5859375"
"7065600","4680.912109375","4680.912109375","4680.912109375","4947.93359375","4947.93359375","4947.93359375","4131.6162109375","4131.6162109375","4131.6162109375"
"7116800","4665.869140625","4665.869140625","4665.869140625","4879.197265625","4879.197265625","4879.197265625","4594.50537109375","4594.50537109375","4594.50537109375"
"7168000","4917.22216796875","4917.22216796875","4917.22216796875","4603.2822265625","4603.2822265625","4603.2822265625","4629.646484375","4629.646484375","4629.646484375"
"7219200","5026.54345703125","5026.54345703125","5026.54345703125","4924.01220703125","4924.01220703125","4924.01220703125","4443.53955078125","4443.53955078125","4443.53955078125"
"7270400","5015.505859375","5015.505859375","5015.505859375","5019.09716796875","5019.09716796875","5019.09716796875","3625.37939453125","3625.37939453125","3625.37939453125"
"7321600","4971.7919921875","4971.7919921875","4971.7919921875","4000.347412109375","4000.347412109375","4000.347412109375","3989.22119140625","3989.22119140625","3989.22119140625"
"7372800","5041.23974609375","5041.23974609375","5041.23974609375","4483.3173828125","4483.3173828125","4483.3173828125","4507.45263671875","4507.45263671875","4507.45263671875"
"7424000","4919.5078125","4919.5078125","4919.5078125","4815.36572265625","4815.36572265625","4815.36572265625","4652.21533203125","4652.21533203125","4652.21533203125"
"7475200","4906.13916015625","4906.13916015625","4906.13916015625","4849.294921875","4849.294921875","4849.294921875","4795.32275390625","4795.32275390625","4795.32275390625"
"7526400","4939.37939453125","4939.37939453125","4939.37939453125","5065.958984375","5065.958984375","5065.958984375","5101.41650390625","5101.41650390625","5101.41650390625"
