"Step","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/50000.pt - pretrain/episode_reward","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/50000.pt - pretrain/episode_reward__MIN","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/50000.pt - pretrain/episode_reward__MAX","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/250000.pt - pretrain/episode_reward","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/250000.pt - pretrain/episode_reward__MIN","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/250000.pt - pretrain/episode_reward__MAX","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/100000.pt - pretrain/episode_reward","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/100000.pt - pretrain/episode_reward__MIN","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/hopper-stand/7/default/models/100000.pt - pretrain/episode_reward__MAX"
"0","1.6123311678568524","1.2761723160743714","2.085720902681351","1.8999889910221102","1.1658562183380128","3.249076616764069","1.480565259853999","1.2746865928173066","1.6912611305713654"
"2500","5.717723057667414","1.4992115259170533","13.588998168706894","3.6097761193911233","1.0912624955177308","8.147601747512818","3.8804374217987063","0.9207929193973541","9.656141149997712"
"5000","7.603472795089086","5.424383109807968","11.16965788602829","7.886611181497574","4.907352775335312","12.752318698167802","8.38908357421557","5.184948563575745","13.679739600419998"
"7500","3.6398598909378053","3.0276320934295655","4.446246564388275","2.7016473571459447","1.2214228332042694","3.5232285022735597","3.810145076115926","1.8678006172180175","6.828658300638199"
"10000","16.546118825674057","2.11630522608757","42.87279021143913","66.96259692509969","4.290199494361877","108.78816123008728","21.52151156862577","14.814822906255722","30.513669526576997"
"12500","10.657949487368265","6.958117556571961","15.681258237361908","50.38854821125667","17.742260932922363","105.56920450925827","22.502947888771697","5.580441725254059","52.781930601596834"
"15000","55.96064632932345","39.50244209766388","65.11576163172722","87.4278975347678","81.04457333683968","95.87918186187744","88.0827949265639","48.38156245946884","129.01568326354027"
"17500","20.532127249240876","1.2582874715328216","31.165633350610733","12.26152391433716","9.324804818630218","15.96034084558487","23.96760579943657","4.271372407674789","53.25704165101051"
"20000","23.900198354323706","17.318886053562164","36.444946736097336","65.70304135084153","34.09084393382072","110.32121717333794","33.082815106709795","24.120648437738417","50.64276654720307"
"22500","48.40288094679514","38.029714447259906","66.9312399327755","36.9046893298626","12.286413758993149","72.19384928941727","56.728337482611344","28.876651734113693","86.44095989465714"
"25000","73.49308059414228","28.757252258062362","146.6870931982994","24.185445968310034","4.995162642002105","48.49210196733475","63.68622028827667","37.24696598649025","77.56227594017983"
"27500","36.3606399556001","12.588531762361526","59.630790787935254","113.51512856284778","48.85342072844505","241.96504508256913","32.25398527781169","23.882990968227386","38.56010360717774"
"30000","76.63869495987892","40.151570743322374","112.54698349237442","70.44136408567428","44.00858257412911","84.93002167344093","63.92738611102104","39.09329906105995","102.44596701860428"
"32500","35.236158345143004","27.432591396570206","46.346041578054425","134.25737965305646","88.42076830863952","197.04145044088364","154.7691259801388","45.33439212441444","293.883363622427"
"35000","134.38182172377904","82.17938255667687","185.13103328347205","203.41217699448268","123.43286811113357","335.3851700365543","146.05005710721016","130.21214718818663","174.23538249731064"
"37500","70.38915384809177","60.42974620461464","86.45707756876945","426.0434322615465","165.9815397977829","615.9650280177593","108.6281249344349","94.62066324949265","127.87175792455673"
"40000","77.43750423192978","49.88624371290207","126.94653860330581","402.3385794937611","149.7305958747864","625.4670177698135","230.33423226078347","43.78716565966606","520.1766830861568"
"42500","37.48602380752563","22.16237881183624","60.012875604629514","155.46208835045496","51.296904045343396","331.88076974749566","89.09045828580857","35.6131710767746","175.14232751727104"
"45000","114.54577246109646","24.331376957893372","235.8641886651516","164.5069280187289","100.17045013904571","232.87090424895285","219.41387178897858","72.81318191885948","434.3015658557415"
"47500","136.94335565368334","41.54213339090347","316.59247760772706","196.04641372958818","85.57464472055435","391.00295705795287","173.19670038024583","73.96772653460502","349.5339599609375"
"50000","84.78363987406095","38.804423350095746","152.1838490784168","247.3590148170789","55.63838540315628","623.6692979037762","264.3470258553823","119.44654655456543","525.1370801270008"
"52500","173.58389195799828","13.724542170763016","334.44067918658254","280.35113296906155","160.23549063801767","350.34166704416276","205.03394752343493","103.86032680869103","306.2736996412277"
"55000","120.70292704900106","41.917239737510684","185.22841948270798","113.0697634935379","47.583381932973865","214.64095302820206","247.04610762794812","92.58967199921608","533.542794162035"
"57500","101.01408275961876","66.09446412920951","170.35679746866225","73.72724601626396","49.92244203686714","104.41456406712533","65.90479580760002","34.75643376708031","87.26672194600106"
"60000","276.1794748723507","57.47741038799286","410.3617065727711","115.96230957110724","48.976618939638136","214.173477435112","234.1708063999812","119.43735649585724","379.5082283318043"
"62500","117.44823526740073","61.42088021039963","204.48699668049812","314.8180670559406","86.27430725693702","528.2621348202229","164.1221497476101","95.64686829447746","254.156751871109"
"65000","157.2502618332704","80.67136901021004","211.49570584893226","179.0329966008663","58.885923439264296","241.70240127444268","166.09002777139347","72.68991245031357","224.59584042429924"
"67500","146.2225692431132","84.20698264837264","204.99068274497986","310.8690105438232","92.23229765295983","442.8557124912739","422.6131161928177","305.36631710529326","628.4819990813733"
"70000","199.01618004639943","88.53213169574738","374.1772173285484","236.80499662756918","179.59866629242896","306.6510739386082","482.1457735836506","399.66606559753416","577.34687307477"
"72500","145.0939323981603","84.71016406416894","247.56681972146035","255.92716372013095","111.65973666906356","474.1732005238533","340.4969357510408","94.3530723452568","562.4053082108497"
"75000","136.68485761086146","88.33130378127098","187.81701694726945","99.36378110647202","60.4709754049778","160.60064952373506","388.6906252662341","341.8325235188007","437.36090887188914"
"77500","211.21448586384454","93.55278440117836","313.61481884717944","109.40799685120582","74.86241923570633","177.43817375302314","299.449316684405","203.76573811173438","466.6369467496872"
"80000","108.02581196228664","59.34293830394745","156.75098817944527","277.24440603256227","157.65094429850578","468.9780129432678","365.53378599882126","235.82473672628402","569.4513269364834"
"82500","242.29861113627751","46.72212471961975","554.887313914299","200.90814149181048","128.63717368245125","298.0069419085979","232.21017409364381","72.95822215080261","494.4709785759449"
"85000","144.22413854201633","80.9866845190525","196.51091505289077","275.1093654255073","112.17266376018524","474.83501932621004","300.06708087523776","97.50091213583946","471.2656758248806"
"87500","140.39052742322286","53.82614732384682","208.249590921402","194.14317625761032","172.34137232899667","230.01309199929239","194.03876211444538","74.77693548202515","322.09119587540624"
"90000","222.11441737413406","146.7662731528282","353.06367599368093","276.95457522074383","229.01684423685074","372.11930058002474","265.5330807964007","135.36564720869063","485.1296473383903"
"92500","252.16700244744618","39.52074661254883","470.21780102849004","296.62624977231025","151.11157813072205","411.23569655418396","347.90807380080224","223.68901147842408","519.1686866343022"
"95000","199.61742277145387","57.13601511716843","280.02927858233454","159.27674345771473","53.33211411833763","265.3477250277996","148.81749291419982","60.9528291106224","249.99367557168006"
"97500","167.41101759274798","94.85600210428238","229.98734843730927","429.4827744523684","220.29429812431334","567.7364568293094","299.840562492609","111.75778667926788","619.069239795208"
"100000","172.9945742646853","144.20709863305092","194.41051554083825","323.7192617416382","178.5419563949108","493.08287782669066","135.70574888984365","54.51882907748222","231.64782984852792"
"102500","268.18483929038047","67.19470838308334","485.7998963952065","226.73017048438388","195.63407631516458","254.9216938495636","148.0921955227852","104.52977741360664","211.594966340065"
"105000","241.19440837105117","177.15371197462082","360.1025614202023","326.621300337712","205.4590249657631","396.2120074987412","285.2957747081916","111.63441005349159","552.9088423550129"
"107500","185.70299816727638","122.3681464254856","279.77286128997804","480.39608920613927","283.31144827008245","605.7764841496944","267.1817002038161","146.8816114783287","506.46982911229134"
"110000","287.9349871456623","78.65355226397514","409.7300838470459","397.25992761651673","358.72919498682023","433.19838590025904","157.7520442803701","68.9569684267044","301.91654297113416"
"112500","273.19092289010683","116.30318500995637","530.8805179178714","385.2682190199693","353.0449696958065","446.974282258749","359.5655704120795","94.7857752919197","527.5762516379357"
"115000","162.26078333059948","62.773837834596634","243.20933350920677","498.4017737686634","213.2655602812767","666.5718974471092","360.6216000119845","177.08048804998398","589.3618456482887"
"117500","288.3475723485152","73.05217689871787","468.7070801258087","250.91435693303742","111.28671991229058","432.4593653023243","307.41675445834795","137.82343444228172","410.23507688641547"
"120000","142.0423119743665","65.88245345950126","215.09730192422867","209.00200045903526","180.05461651086807","250.90522271990775","197.32607353528343","104.40698744654655","267.9850938796997"
"122500","318.8895910143852","81.66775224804879","644.7762370049953","329.72026160955426","289.4666923820972","402.62810854315757","236.43796188036603","81.2392825126648","329.9396996319294"
"125000","294.296924606959","59.36567213535309","501.13377779126165","430.47508020798364","324.37344614863395","542.6601832449436","232.15075663924213","133.10021364688873","334.36423526406287"
"127500","312.6279980838299","196.4985578596592","408.3391492486","398.18143293062843","226.9797655403614","504.48698885440825","308.54776652057967","218.68015471696853","377.63553535938263"
"130000","196.1694008688132","94.14363793134689","325.17719784975054","316.7357114930948","251.05015112161635","384.5255728542805","229.22053264578184","199.17919917702676","288.7237028181553"
"132500","315.8516547540824","154.97418369054793","528.6255121052266","304.77467949589095","223.43718502521514","421.2842226266861","327.24520439902943","77.15951887369155","674.6054100453854"
"135000","166.19262695908546","106.30211055874824","223.93233313560486","465.1361133217811","358.3618435204029","672.4454443275929","298.9255782167117","70.21067776679993","571.3645177841187"
"137500","241.0182083904743","158.26987447142602","332.3528587281704","292.66421772440276","200.5186257660389","380.6019460320473","390.5803804934025","164.92225803732873","702.5798580944538"
"140000","254.3504808505376","162.4424843788147","305.6775445699692","257.7112309594949","122.76125686764718","351.6430632531643","346.720056027174","194.78576679825784","574.6395448505879"
"142500","390.3021827121576","177.0520140826702","536.2323210835457","328.3848039885362","152.2275396645069","564.0245856642723","191.7030475040277","85.00003353357314","276.81227440834044"
"145000","297.1422504107157","110.73724793791772","465.87255107760427","555.1669055004915","370.3327539741993","662.1831776618958","251.93079562385878","137.96107234954835","432.6152496755123"
"147500","356.7145201563835","224.2634299337864","588.9729133069516","396.57939750949544","237.74075441360475","590.5081755697727","440.9731284618377","169.35411083698273","625.3332783162593"
"150000","290.90150755643845","68.27085391879082","404.22222101688385","472.7847340385119","305.3723366677761","592.9264963448047","256.6202536602815","184.91939995288848","317.6721429884434"
"152500","229.4244865636031","89.57158317565919","418.96377091407777","407.68883261084557","209.79838997125626","591.6879207730293","432.57680050532025","195.0368871986866","655.282342582941"
"155000","281.2636707385381","128.16616815924644","369.36024312973024","409.74268487890566","286.9522105574608","551.6356192827225","242.4046542942524","203.11396753787994","288.2436046719551"
"157500","442.35921997030573","114.71896985769271","638.6634438335896","490.51282671888674","261.5571300089359","767.6441726148129","411.97018471360207","236.12077820897102","500.7283418893814"
"160000","379.12198729316395","303.0583600997925","436.283454054594","313.6536711812019","225.11812267899512","445.571476405859","280.2172073463599","148.90609759688377","539.7742466151715"
"162500","291.9525883595149","101.16738935709","642.0296472609043","606.4848602354526","533.9408403217792","718.7463500201702","374.55716480612756","285.00855177640915","525.8112571954728"
"165000","280.91283222834267","104.07536898851394","499.2247330307961","465.2546196341514","292.57963676452636","613.4027439117432","304.6669014553229","209.06528733968736","446.19325149655344"
"167500","422.5832806348801","162.62030165791512","613.7428591310978","495.7961158831915","378.12480145096777","699.8042512178421","247.06292533278466","202.94190428256988","286.4060151636601"
"170000","406.70832710464794","254.23630576729775","601.1059451520443","425.33274863759675","279.05828362703323","639.6976744771003","446.35008462866153","421.8000709176064","483.0055289745331"
"172500","408.207251650095","165.53850996494293","748.3669519245625","511.95112787882493","190.41301687955857","729.593644118309","373.01218153834344","271.83689526319506","451.64513234496116"
"175000","281.82108174363776","70.46967293024063","514.9776071429253","528.985619666179","376.51448865532876","608.3095861017704","415.97472473978996","119.12374121546745","663.5856109321118"
"177500","382.6024678587913","186.46636173725128","761.5246343493461","370.8880844632785","305.4365010738373","498.5985438883305","496.69788925846416","225.31926566958427","639.5587652385235"
"180000","281.7845949629943","92.7031755208969","471.33538737297056","415.7195529798667","151.5921857893467","836.9717104494572","349.5811092833678","106.2002427995205","656.0986280381679"
"182500","311.0672908624013","117.33868676424026","442.471745467186","395.1522195458412","280.3432051897049","469.42469277381895","245.738255828619","141.89207557439804","368.25075774788854"
"185000","391.90144352912904","91.34036808013916","588.3535754621029","638.5007136305173","580.2652011692524","679.7952999591828","343.5021353423595","94.38925195336341","483.2320605456829"
"187500","239.05878384311995","124.91469896435737","426.9187606751919","492.2484695633253","150.13344885706903","722.9141858875752","299.8408668299516","125.82598547935486","428.85171750187874"
"190000","400.2724493662516","158.9736798286438","716.2366997778415","662.542073915402","512.6350065350532","787.6911157906055","324.215781323115","78.1483472108841","687.5905350923538"
"192500","285.9081879258156","98.7957679271698","489.62405044436457","463.4453320741654","208.75096621513367","686.2892394661903","344.8183529138565","92.73397824168205","679.2442940473557"
"195000","365.5327613254388","123.46796525120735","522.4061412096023","675.3195846935114","657.047593832016","707.3917063236237","501.9345313290755","100.51820569038391","740.0839793384075"
"197500","382.6375886042913","271.6475371181965","478.4450304687023","568.5667365014552","333.3868893921375","696.6086059987545","578.4466171642144","247.6318722844124","790.5928551793098"
"200000","425.2007525503636","392.7658416211605","462.76583961844443","574.3110894203186","324.4815993487835","750.6667988717556","536.9100948015848","376.7668741583824","791.482680118084"
"202500","322.3067668577035","166.36742492318155","435.8979204595089","534.499722435077","352.57920375466347","850.9478278458118","525.7833849171798","381.1086023807526","720.6377965092659"
"205000","320.62927764852844","63.269315004348755","723.4376395046711","673.490177454551","458.66307854652405","784.9503785550594","428.61857120593385","227.5936610341072","628.6857659995555"
"207500","364.0049859821797","279.4128006756306","418.80968403220174","799.7245594263077","738.1386654555797","845.5200592577457","509.82249616583186","303.34732680916784","816.1511283755302"
"210000","341.0004491766294","266.15738835334776","434.0609567642212","469.79552496473","85.16286922693253","704.1571551024914","626.8317956149577","462.55454207658767","821.9992308557033"
"212500","366.4242883463701","259.68003165721893","557.439811629057","672.3125997463862","533.958997130394","845.888087874651","523.9696019550164","299.8301147043705","640.96410805583"
"215000","340.4816079437733","157.38982103466986","545.0995274603367","599.0392752289771","219.91328014731408","798.4674517095089","541.226039959987","169.5277242064476","749.6844024777413"
"217500","276.1797553439935","151.64940871596338","477.2123635828495","646.3217596312364","394.4823698282242","792.9185463309288","398.5304859081904","108.20726639032364","697.3425101399422"
"220000","299.2569907307625","204.35306930541992","454.6854254245758","702.6070817470551","673.7128238677979","750.5835657238961","630.0211968839168","547.5915807723999","759.3130081057549"
"222500","223.84846722483636","133.37174912691117","369.9182900249958","543.6898574471473","306.07676297426224","759.2835318148136","378.56025258700055","150.38286499977113","560.0142444193364"
"225000","279.3753544886907","180.60254300832747","410.75754219889643","669.9382647295793","473.9928332567215","824.674166572094","475.6882949729761","276.42638758420946","595.7822340846062"
"227500","187.5745116929213","91.72040361762046","370.928223323822","573.6361131727695","232.53102911114692","755.2421309232711","505.47370088100433","292.663984888792","673.5380541026592"
"230000","287.1109813630581","65.07348437905311","447.1103064417839","714.7535161236923","599.6191850721837","773.9987623572349","584.9758089582125","282.98769053220747","844.9895617306232"
"232500","171.24612292249995","61.46183993220329","268.9963633596897","694.3226787944635","655.4800806939602","723.7121059536934","381.4014411191145","205.3501311302185","514.4164226412773"
"235000","486.1952324648698","219.59964128732682","629.3748220443725","634.5002945323785","562.2906755208969","767.9169236898422","440.326974773407","184.9491779267788","713.1962737619876"
"237500","379.4824074904124","190.5388691365719","728.9618380665779","694.223353767395","509.62792310118675","789.0568994641304","401.62365683515867","196.60157333612443","706.4416619777679"
"240000","328.9859742303689","56.982511043548584","499.5169054567814","724.4159768760204","612.6578519880771","891.892984610796","485.92469106515244","245.57298997044563","723.5963021993637"
"242500","369.4889421840509","138.8422237932682","755.9920425713062","784.5279413203398","739.8113900840283","811.93054189682","504.83356708685557","229.42041645646094","837.215664166212"
"245000","356.6206752280394","59.30516439676285","608.9441590428353","587.4791918536029","476.0843287348747","668.2549580693245","605.0831020772457","200.58533309698106","829.3989760875702"
"247500","402.25690842866896","67.69000592231751","620.9591191351413","789.8286769370238","767.8096122384071","808.3763084709644","509.91134397387503","135.6507982134819","723.9709026396274"
"250000","337.15514639019966","269.79255439043044","443.18829176425936","675.1168207108975","547.9195185422898","870.379921501875","723.2430173456669","658.4388518750668","842.9675226569176"
"252500","506.7065759797891","270.8663306593895","775.0374442636967","843.326213892301","812.308146417141","870.1730139017105","569.306351908048","465.7322964549065","768.7229436218738"
"255000","253.85675946275396","103.04809111356735","394.63402869701383","667.3432388822238","486.63095701336863","777.5685069203377","548.8881011346975","305.7001804232597","769.8478059530258"
"257500","301.15449176828065","205.05129346251488","466.3246788084507","837.3180668274562","782.1569379806518","881.4212886869907","635.5623777866364","398.1250699698925","837.1537455022335"
"260000","392.9000582893689","212.63240825533867","484.58737248778345","720.2888895908991","519.3683972775937","872.5091606676579","527.9155304114024","203.0212598323822","744.0784171462059"
"262500","389.21223620176323","162.2508859694004","553.2952141284943","701.7512759844461","654.0751423120498","725.8207571089267","412.71854788462315","318.37921553254125","540.9632243752479"
"265000","355.94235029021894","107.06444678902626","546.4582441210747","819.8154173354307","748.542606061697","871.8266892015934","648.2723218222459","466.4605171144009","784.1166637182235"
"267500","372.5364351590474","87.8303692638874","517.4476625025272","717.2750194688638","681.9520071685314","784.0279294610024","563.4490367849668","164.92112617492677","764.4571656227112"
"270000","321.48538066744806","155.86987472772597","532.4298159718513","604.2887937923273","546.2585972905159","692.9326763510704","546.4787231862546","177.24385737776757","815.5523218035698"
"272500","459.8240117967129","178.48543468117714","764.3397941946984","693.3268580555917","595.7555212676525","767.8646736979484","420.24951516191163","247.6357134103775","711.3250717222691"
"275000","312.1877916077772","93.51866364479065","487.78003110289575","693.2327996432781","565.9563784420491","770.7949733734131","484.06068598429357","218.7274912059307","774.5518567502498"
